acc,loss,val_acc,val_loss
0.3296521258972943,5.548350983203148,0.2427293069543988,4.877368707251495
0.41054665932070805,5.225319910023108,0.1772930649769653,6.695911333864967
0.4483710656930964,4.963727640355246,0.08557046981532568,8.723533815985558
0.4717007178025375,4.9020169918738565,0.22035794223448307,6.230119456647493
0.48315847598012146,5.013086186792889,0.15827740505504395,6.00335766111711
0.5098012147819976,4.796907507866407,0.13143176753782318,7.902903758439441
0.5081446714686926,4.817763936776341,0.0822147652173469,10.283859265730685
0.5171176145940377,4.813006235709314,0.10961968681756282,9.561639700426618
0.5194643843180563,4.8850109981345184,0.17114093973065916,6.248748533944422
0.5425179458533381,4.655277362388514,0.18344519028994327,6.582288863674906
0.5418277194755371,4.613122364488641,0.21085011202350293,6.609811950316632
0.5445886250690226,4.678843712293266,0.1448545863297695,7.367612397110702
0.554803975704031,4.639730584351547,0.12472035807517817,9.108568253399808
0.5643290999283256,4.628833022188706,0.15044742745974454,8.929662491117815
0.5670900055218111,4.574232361910424,0.13422818793613106,6.533130914572902
0.5581170623800098,4.667408421314731,0.06487695761108292,11.050790827279656
0.5710933186249598,4.587226202315484,0.09619686805895244,9.864405521077064
0.5739922694808406,4.555160681757724,0.0833333334500091,11.862005728736554
0.580756488128106,4.554892806701408,0.11521252808088157,9.100830227469972
0.57923799006074,4.6454199572941794,0.2069351233758649,6.544530061000679
0.589177250121589,4.576317972270643,0.11017897096722985,9.353915476959024
0.5857261181667587,4.607241993250602,0.08557047003200924,11.682196815541927
0.5963556046218651,4.536661892421729,0.09228187921129884,12.48001308782522
0.5964936499336291,4.484701279709182,0.10682326633591513,10.196202741106617
0.5964936499171728,4.608876747297754,0.0810961968930109,12.678247505119716
0.6089177249808919,4.568489637906745,0.13590604031846026,9.731228418798255
0.5992545554777459,4.58704088380625,0.14653243867876278,10.244426620619942
0.6065709553062422,4.477037506430008,0.08109619688467691,12.440254083415805
0.6107123136388736,4.465399159969117,0.10961968683006379,10.953094789645816
0.6123688570180037,4.447501323026955,0.07997762871868658,12.389839475320223
0.6231363887355053,4.3670792529623785,0.10961968681756282,10.270340576001194
0.6199613473219215,4.471150103884464,0.12080536914418474,8.876348768571345
0.6241027056874655,4.36751046699427,0.23210290841074865,6.444370846887029
0.6347321921919408,4.296714241369069,0.13031319912181338,10.065436248011236
0.628382109340089,4.3825035548091655,0.0788590604860244,11.50559045377727
0.6173384870402001,4.49384161097644,0.08557047003200924,10.236546855644892
0.6326615130091687,4.345650861962338,0.17281879211298837,7.325732967197495
0.6314191054995056,4.3977063077875815,0.1772930649269614,6.87515084482146
0.6363887354887895,4.29597708008554,0.14821029091108032,9.441027120722486
0.639011595836336,4.348700838547132,0.14485458636310544,8.6769375385054
0.6294864715626726,4.4899189418221885,0.17953020154229746,8.129046657741469
0.632523467713861,4.433714398489941,0.24105145423871024,6.659364102937498
